Eco_code,Biome_ID,Realm,Ecoregion_name,Assigned_habitat_type,Ecoregion_Area_km2,Global_area_share ,Sorg_plants,Sorg_birds,Sorg_mammals,Sorg_amphibians,Sorg_reptiles,VS_plants,VS_birds,VS_mammals,VS_amphibians,VS_reptiles
NT1003,10,NT,Central Andean wet puna,non-forest,117565,0.000892,1300,242,94,28,19,0.011498,0.055482873,0.053848838,0.514094195,0.087311999
NT1004,10,NT,Cordillera Central paramo,non-forest,12192,0.000093,1500,152,40,14,1,0.011498,0.020816886,0.036677595,0.311534959,0.156603125
NT1005,10,NT,Cordillera de Merida paramo,non-forest,2808,0.000021,700,77,51,11,0,0.082274,0.013172682,0.017131387,0.716223445,0
NT1006,10,NT,Northern Andean paramo,non-forest,30013,0.000228,2500,157,77,90,50,0.082274,0.046985522,0.070734645,0.290269022,0.022985684
NT1007,10,NT,Santa Marta paramo,non-forest,1246,0.000009,800,56,26,4,0,0.082274,0.038217624,0.009486192,0.718482674,0
NT1008,10,NT,Southern Andean steppe,non-forest,125186,0.00095,800,157,56,13,60,0.008917,0.009270527,0.053476546,0.192893464,0.025603898
NT1010,10,NT,High Monte,non-forest,116985,0.000888,200,203,86,10,49,0.003702,0.010935703,0.106039866,0.639374337,0.012003218
NT1201,12,NT,Chilean matorral,non-forest,148092,0.001124,2600,131,42,6,27,0.071145,0.022018312,0.086269141,0.389780346,0.096741811
NT1301,13,NT,Araya and Paria xeric scrub,non-forest,5089,0.000039,1400,339,163,3,3,0.011788,0.002673998,0.001509719,0.507370969,0.068860434
NT1303,13,NT,Atacama desert,non-forest,105241,0.000799,800,97,22,0,6,0.005913,0.015497204,0.031814673,0,0.363832997
NT1304,13,NT,Caatinga,non-forest,735556,0.005583,1500,320,158,51,88,0.007513,0.055255471,0.071048046,0.288906001,0.034075344
NT1305,13,NT,Cayman Islands xeric scrub,island,2786,0.000021,320,203,18,14,89,0.142461,0.007059898,0.054568785,0.064902312,0.003528456
NT1306,13,NT,Cuban cactus scrub,island,3084,0.000023,900,244,32,24,92,0.142461,0.001542805,0.005632572,0.085307566,0.007693712
NT1307,13,NT,Galapagos Islands xeric scrub,island,7482,0.000057,541,92,5,1,23,0.294938,0.068950776,0.261836008,0.000107749,0.045483483
NT1308,13,NT,Guajira-Barranquilla xeric scrub,non-forest,31411,0.000238,900,387,194,8,47,0.011788,0.005689443,0.01313069,0.128894056,0.004484004
NT1309,13,NT,La Costa xeric shrublands,non-forest,68549,0.00052,1700,395,191,14,9,0.011788,0.015970689,0.010386524,0.630063798,0.198540333
NT1312,13,NT,Motagua Valley thornscrub,non-forest,2343,0.000018,1400,115,138,23,85,0.026055,0.001301315,0.00102553,0.073960635,0.010597658
NT1313,13,NT,Paraguana xeric scrub,non-forest,15852,0.00012,1200,316,178,2,8,0.011788,0.00398141,0.014329666,0.614823356,0.112339928
NT1314,13,NT,San Lucan xeric scrub,non-forest,3701,0.000028,550,190,50,2,48,0.008087,0.000833157,0.008671163,0.000495031,0.030819143
NT1315,13,NT,Sechura desert,non-forest,184261,0.001399,1050,168,85,9,60,0.005913,0.064784375,0.068896628,0.69701406,0.079124215
NT1316,13,NT,Tehuacan Valley matorral,non-forest,9919,0.000075,2700,169,140,28,65,0.029553,0.002142835,0.016897306,0.117860096,0.039292502
NT1318,13,NT,St. Peter and St. Paul rocks,non-forest,129,0.000001,0,0,0,0,0,0.012081,0,0,0,0
NT1401,14,NT,Alvarado mangroves,forest,35099,0.000266,200,113,271,14,29,0.012081,0.020698836,0.005254403,0.08752445,0.012518929
NT1402,14,NT,Amapa mangroves,island,14914,0.000113,200,164,45,59,321,0.142461,0.021647677,0.028589308,0.032894773,0.004405344
NT1403,14,NT,Bahamian mangroves,forest,24126,0.000183,200,106,185,52,145,0.026055,0.015160393,0.00573241,0.018792017,0.005131293
NT1404,14,NT,Bahia mangroves,forest,6565,0.00005,200,85,147,0,0,0.026055,0.002953784,0.002112561,0,0
NT1405,14,NT,Belizean Coast mangroves,forest,11337,0.000086,200,87,211,35,76,0.053831,0.025049555,0.003846426,0.060325326,0.009703641
NT1406,14,NT,Belizean Reef mangroves,forest,8860,0.000067,200,75,187,61,6,0.100567,0.020575497,0.008400228,0.113230885,0.003616138
NT1407,14,NT,Bocas del Toro-San Bastimentos Island-San Blas mangroves,forest,6521,0.000049,200,92,202,55,115,0.026055,0.008963573,0.002006351,0.007338694,0.001296132
OC0103,1,OC,Cook Islands tropical moist forests,island,162,0.000001,130,22,1,0,11,0.294938,0.03785713,0.000151398,0,0.000111053
OC0105,1,OC,Fiji tropical moist forests,island,10841,0.000082,1450,71,7,2,19,0.294938,0.066911061,0.217622623,0.270294315,0.200477991
OC0106,1,OC,Hawaii tropical moist forests,island,6711,0.000051,935,75,1,0,0,0.294938,0.202334135,0.003636654,0,0
OC0108,1,OC,Marquesas tropical moist forests,island,812,0.000006,318,23,0,0,10,0.294938,0.093389335,0,0,3.70E-06
OC0109,1,OC,Ogasawara subtropical moist forests,island,58,0,500,1,1,0,4,0.035786,1.14E-05,0.053170289,0,3.30E-07
OC0110,1,OC,Palau tropical moist forests,island,381,0.000003,175,75,1,1,20,0.294938,0.010652742,0.144495542,0.047993399,0.00751822
OC0112,1,OC,Samoan tropical moist forests,island,2821,0.000021,775,48,4,0,15,0.294938,0.100832386,0.013645717,0,0.097333511
OC0114,1,OC,Tongan tropical moist forests,island,734,0.000006,480,33,2,0,16,0.294938,0.006860243,0.000860761,0,0.007419865
OC0115,1,OC,Tuamotu tropical moist forests,island,137,0.000001,140,25,0,0,9,0.294938,0.037204253,0,0,2.15E-05
OC0117,1,OC,Western Polynesian tropical moist forests,island,31,0,50,23,0,0,6,0.294938,9.15E-05,0,0,0.001329637
OC0201,2,OC,Fiji tropical dry forests,island,6792,0.000052,500,60,4,2,17,0.294938,0.037286495,0.070309792,0.065177551,0.112240207
OC0202,2,OC,Hawaii tropical dry forests,island,6369,0.000048,659,68,1,0,0,0.294938,0.08795005,0.006833866,0,0
OC0203,2,OC,Marianas tropical dry forests,island,887,0.000007,400,59,2,0,14,0.294938,0.047869698,0.12400999,0,0.023096683
OC0701,7,OC,Hawaii tropical high shrublands,island,1860,0.000014,124,20,1,0,0,0.294938,0.111324715,9.30E-05,0,0
OC0702,7,OC,Hawaii tropical low shrublands,island,1280,0.00001,384,58,1,0,0,0.294938,0.007679579,0.003863522,0,0
PA0101,1,PA,Gizhou Plateau broadleaf and mixed forests,forest,270141,0.002051,3500,459,113,67,101,0.00591,0.011323106,0.031073611,0.210542854,0.012996153
PA0102,1,PA,Yunnan Plateau subtropical evergreen forests,forest,240880,0.001828,6000,649,201,79,97,0.00591,0.010594327,0.020426596,0.138882928,0.034696146
PA0401,4,PA,Appenine deciduous montane forests,forest,16157,0.000123,2500,156,68,18,15,0.003223,0.00026044,0.003608885,0.022343778,0.007352754
PA0402,4,PA,Atlantic mixed forests,forest,393869,0.00299,1900,273,77,23,16,0.003223,0.003387359,0.018335719,0.031158035,0.012595349
PA0403,4,PA,Azores temperate mixed forests,island,2026,0.000015,510,29,1,0,0,0.609797,0.028575934,0.498157044,0,0
PA0404,4,PA,Balkan mixed forests,forest,224451,0.001704,3500,285,90,18,33,0.003223,0.002241748,0.030077708,0.01959762,0.018375483
PA0405,4,PA,Baltic mixed forests,forest,112697,0.000855,1700,225,55,15,5,0.003223,0.001088885,0.002527853,0.004366691,0.000758572
PA0406,4,PA,Cantabrian mixed forests,forest,79431,0.000603,2000,220,70,21,31,0.003223,0.001146858,0.019935759,0.047441987,0.051244931
PA0407,4,PA,Caspian Hyrcanian mixed forests,forest,55133,0.000419,2000,296,98,8,44,0.025915,0.000835914,0.02333194,0.254676549,0.052979376
PA0408,4,PA,Caucasus mixed forests,forest,170483,0.001294,5000,258,116,15,66,0.025915,0.004412904,0.06103151,0.056635313,0.121841295
PA0409,4,PA,Celtic broadleaf forests,island,205134,0.001557,1600,210,37,6,5,0.003223,0.002821407,0.004781034,0.007020671,0.00061723
PA0410,4,PA,Central Anatolian deciduous forests,forest,101636,0.000771,2000,244,58,5,21,0.025409,0.001346528,0.028346957,0.05308161,0.026409909
PA0411,4,PA,Central China loess plateau mixed forests,forest,360431,0.002736,3100,464,106,14,49,0.00591,0.006012245,0.017075967,0.085627235,0.027198349
PA0412,4,PA,Central European mixed forests,forest,732062,0.005557,2300,259,98,18,13,0.003223,0.006100552,0.024165957,0.025181178,0.004872159
PA0413,4,PA,Central Korean deciduous forests,forest,103907,0.000789,2000,99,56,15,15,0.00591,0.008196537,0.015762741,0.13803897,0.009277033
PA0414,4,PA,Changbai Mountains mixed forests,forest,93509,0.00071,2500,445,69,14,13,0.00591,0.001132901,0.010077971,0.016289884,0.000542269
PA0415,4,PA,Changjiang Plain evergreen forests,forest,438561,0.003329,3000,442,95,52,82,0.00591,0.012143914,0.037806314,0.149245186,0.009239179
PA0416,4,PA,Crimean Submediterranean forest complex,forest,30018,0.000228,2600,202,78,11,22,0.025915,0.000536673,0.002797832,0.007932048,0.064968474
PA0417,4,PA,Daba Mountains evergreen forests,forest,168688,0.00128,4500,456,113,41,62,0.00591,0.006685694,0.027230598,0.135491937,0.002637052
PA0418,4,PA,Dinaric Mountains mixed forests,forest,58296,0.000443,3700,233,82,18,26,0.003223,0.000748675,0.01163545,0.022936907,0.035803537
PA0419,4,PA,East European forest steppe,forest,728808,0.005532,1900,249,112,16,19,0.003223,0.0065142,0.017702601,0.019630595,0.003658409
PA0420,4,PA,Eastern Anatolian deciduous forests,forest,81753,0.000621,2800,185,62,5,20,0.025409,0.001226612,0.00850192,0.06252358,0.040582573
PA0421,4,PA,English Lowlands beech forests,island,44746,0.00034,1300,199,36,6,5,0.003223,0.000789512,0.001439943,0.002231659,0.000145661
PA0422,4,PA,Euxine-Colchic deciduous forests,forest,73871,0.000561,3200,231,93,15,41,0.003223,0.001109424,0.005177299,0.039744471,0.061911016
PA0423,4,PA,Hokkaido deciduous forests,island,25333,0.000192,1200,216,39,4,6,0.035786,0.00106002,0.004338922,0.023540096,6.19E-05
PA0424,4,PA,Huang He Plain mixed forests,forest,434408,0.003297,2800,447,100,15,44,0.00591,0.005592009,0.021194392,0.113977708,0.011962564
PA0425,4,PA,Madeira evergreen forests,island,778,0.000006,760,28,3,0,1,0.609797,0.010342939,0.02463784,0,0.024955767
PA0426,4,PA,Manchurian mixed forests,forest,504688,0.003831,2200,398,101,17,20,0.00591,0.010541449,0.031276186,0.051438765,0.003649648
PA0427,4,PA,Nihonkai evergreen forests,island,21255,0.000161,1700,241,50,24,10,0.035786,0.001292981,0.026941446,0.085719161,0.000248561
PA0428,4,PA,Nihonkai montane deciduous forests,island,82293,0.000625,2500,251,70,28,10,0.035786,0.004095316,0.04563128,0.073664536,0.000752941
PA0429,4,PA,North Atlantic moist mixed forests,island,36417,0.000276,600,174,31,5,2,0.003223,0.000638405,0.00072273,0.000859437,0.000244184
PA0430,4,PA,Northeast China Plain deciduous forests,forest,232463,0.001765,1800,513,78,14,27,0.00591,0.002860964,0.007839936,0.01291513,0.000729394
PA0431,4,PA,Pannonian mixed forests,forest,307586,0.002335,2700,248,94,19,15,0.003223,0.002727501,0.014605031,0.031818474,0.014788898
PA0432,4,PA,Po Basin mixed forests,forest,42126,0.00032,1200,231,77,16,17,0.003223,0.000453368,0.008983754,0.033055912,0.00556755
PA0433,4,PA,Pyrenees conifer and mixed forests,forest,25953,0.000197,3300,181,70,16,25,0.020442,0.000456209,0.005637812,0.069547762,0.082472085
PA0434,4,PA,Qin Ling Mountains deciduous forests,forest,123607,0.000938,3400,446,106,31,58,0.00591,0.006787013,0.030131896,0.086072271,0.027571664
PA0435,4,PA,Rodope montane mixed forests,forest,31712,0.000241,3000,258,78,15,22,0.020442,0.00040623,0.002561325,0.003103548,0.003365526
PA0436,4,PA,Sarmatic mixed forests,forest,842115,0.006392,1800,243,85,15,6,0.003223,0.007493259,0.013558588,0.01795005,0.004079515
PA0437,4,PA,Sichuan Basin evergreen broadleaf forests,forest,98333,0.000746,3000,448,109,25,41,0.00591,0.002907843,0.008486022,0.176731841,0.004081224
PA0438,4,PA,South Sakhalin-Kurile mixed forests,island,10999,0.000083,1000,173,32,5,9,0.002532,0.000582182,0.002005441,0.002992143,1.13E-05
PA0439,4,PA,Southern Korea evergreen forests,forest,14207,0.000108,2300,90,37,9,11,0.00591,0.002356229,0.001679283,0.144749062,0.001822015
PA0440,4,PA,Taiheiyo evergreen forests,island,136349,0.001035,3000,264,52,29,19,0.035786,0.008898582,0.050368759,0.144742789,0.009553423
PA0441,4,PA,Taiheiyo montane deciduous forests,island,41939,0.000318,2700,237,55,26,11,0.035786,0.002605617,0.03405028,0.069350457,0.001226379
PA0442,4,PA,Tarim Basin deciduous forests and steppe,forest,54589,0.000414,600,202,32,1,6,0.001592,0.000486982,0.004681389,0,0.010893574
PA0443,4,PA,Ussuri broadleaf and mixed forests,forest,197387,0.001498,1800,216,74,9,13,0.00591,0.005659263,0.018364031,0.008864869,0.00251516
PA0444,4,PA,West Siberian broadleaf and mixed forests,forest,223929,0.0017,1200,209,79,9,6,0.002532,0.0024836,0.003042072,0.003009842,0.002161042
PA0445,4,PA,Western European broadleaf forests,forest,493449,0.003746,2900,252,88,22,17,0.003223,0.003794467,0.020953754,0.031294747,0.013748897
PA0446,4,PA,Zagros Mountains forest steppe,forest,398657,0.003026,1800,293,108,10,81,0.025409,0.004832162,0.057734305,0.297180874,0.10732992
PA0501,5,PA,Alps conifer and mixed forests,forest,149832,0.001137,5000,241,90,24,18,0.020442,0.001954874,0.031520892,0.043761635,0.017854667
PA0502,5,PA,Altai montane forest and forest steppe,forest,142793,0.001084,2000,185,121,6,6,0.001592,0.002999946,0.005847007,0.000295916,0.001450981
PA0503,5,PA,Caledon conifer forests,island,21632,0.000164,500,145,25,5,2,0.003223,0.001354806,0.000616922,0.001230707,0.000159138
PA0504,5,PA,Carpathian montane conifer forests,forest,125256,0.000951,2700,211,85,18,12,0.020442,0.001263538,0.009424443,0.013111891,0.003557811
PA0505,5,PA,Da Hinggan-Dzhagdy Mountains conifer forests,forest,248882,0.001889,800,404,66,7,7,0.002532,0.002459614,0.005957241,0.007370639,0.000882657
PA0506,5,PA,East Afghan montane conifer forests,forest,20131,0.000153,1300,114,89,3,4,0.00853,0.001390332,0.008570247,0.005369015,0.013138748
PA0507,5,PA,Elburz Range forest steppe,forest,63403,0.000481,700,182,99,6,32,0.025409,0.001389551,0.014106145,0.042539661,0.071845788
PA0508,5,PA,Helanshan montane conifer forests,forest,24739,0.000188,700,194,43,5,15,0.001592,0.000480179,0.024976634,0.017352119,0.000384195
PA0509,5,PA,Hengduan Mountains subalpine conifer forests,forest,99641,0.000756,3000,528,147,39,29,0.070885,0.00571552,0.024703072,0.119283795,0.015595914
PA0510,5,PA,Hokkaido montane conifer forests,island,45661,0.000347,1400,223,39,4,7,0.035786,0.001832389,0.010808695,0.041173787,9.40E-05
PA0511,5,PA,Honshu alpine conifer forests,island,11525,0.000087,1300,195,68,20,10,0.035786,0.000702078,0.00841625,0.013158426,9.63E-05
PA0512,5,PA,Khangai Mountains conifer forests,forest,2898,0.000022,1200,161,50,2,0,0.001592,6.49E-05,0.000139954,5.82E-05,0
PA0513,5,PA,Mediterranean conifer and mixed forests,forest,23023,0.000175,2300,218,44,3,25,0.022715,0.004269181,0.007578537,0.185026606,0.026999599
PA0514,5,PA,Northeastern Himalayan subalpine conifer forests,forest,46368,0.000352,2500,430,88,25,19,0.023656,0.004130071,0.012919706,0.491805315,0.085655159
PA0515,5,PA,Northern Anatolian conifer and deciduous forests,forest,101522,0.000771,2200,200,69,8,30,0.003223,0.001764602,0.01076758,0.0412929,0.035969919
PA0516,5,PA,Nujiang Langcang Gorge alpine conifer and mixed forests,forest,82998,0.00063,3500,530,199,27,60,0.070885,0.005992521,0.047716686,0.103123662,0.019844738
PA0517,5,PA,Qilian Mountains conifer forests,forest,16692,0.000127,1500,352,90,7,2,0.001592,0.001293118,0.006270019,0.005428276,0.001901504
PA0518,5,PA,Qionglai-Minshan conifer forests,forest,80392,0.00061,5000,520,142,68,60,0.070885,0.009259372,0.048588184,0.220056319,0.025084775
PA0519,5,PA,Sayan montane conifer forests,forest,358220,0.002719,1200,300,107,6,5,0.001592,0.003716907,0.007419625,0.002554093,0.002527703
PA0520,5,PA,Scandinavian coastal conifer forests,forest,15227,0.000116,600,188,34,4,4,0.002532,0.000301483,0.000454723,0.000195933,6.92E-05
PA0521,5,PA,Tian Shan montane conifer forests,forest,27582,0.000209,1500,417,89,4,21,0.014221,0.000316054,0.002132693,0.003160946,0.000435093
PA0601,6,PA,East Siberian taiga,forest,3908815,0.029671,1400,268,87,7,6,0.002532,0.026305358,0.050653811,0.027869221,0.008040978
PA0602,6,PA,Iceland boreal birch forests and alpine tundra,island,90496,0.000687,377,70,1,0,1,0.001843,0.004203746,0.009764887,0,0
PA0603,6,PA,Kamchatka-Kurile meadows and sparse forests,forest,141257,0.001072,700,152,26,1,0,0.002532,0.002509114,0.033624217,0.002233015,0
PA0604,6,PA,Kamchatka-Kurile taiga,forest,15256,0.000116,500,105,24,1,0,0.002532,0.00031583,0.000686177,0.00024489,0
PA0605,6,PA,Northeast Siberian taiga,forest,1125954,0.008547,800,160,43,3,0,0.002532,0.011058842,0.015637948,0.014457087,0
PA0606,6,PA,Okhotsk-Manchurian taiga,forest,400126,0.003037,1100,213,71,7,6,0.002532,0.009349884,0.025300632,0.011397631,0.009044732
PA0607,6,PA,Sakhalin Island taiga,island,65365,0.000496,600,164,36,4,1,0.002532,0.003086116,0.019287778,0.020704078,0.000979218
PA0608,6,PA,Scandinavian and Russian taiga,forest,2155374,0.016361,1400,270,82,11,6,0.002532,0.013656345,0.026258,0.019718551,0.006675098
PA0609,6,PA,Trans-Baikal conifer forests,forest,200892,0.001525,1000,244,76,5,6,0.002532,0.002666219,0.007253818,0.004517174,0.00015515
PA0610,6,PA,Urals montane tundra and taiga,forest,174987,0.001328,1600,218,69,10,7,0.002532,0.001613707,0.001792174,0.003071213,0.000787306
PA0611,6,PA,West Siberian taiga,forest,1674176,0.012708,900,226,73,8,5,0.002532,0.012558022,0.01391509,0.016621002,0.007603734
PA0801,8,PA,Alai-Western Tian Shan steppe,non-forest,127805,0.00097,2100,247,79,2,41,0.014221,0.001992035,0.007679615,0,0.0144931
PA0802,8,PA,Altai steppe and semi-desert,non-forest,83108,0.000631,1200,216,100,5,12,0.001592,0.001334471,0.007324697,0.000500711,0.000898453
PA0803,8,PA,Central Anatolian steppe,non-forest,24971,0.00019,1000,192,48,4,10,0.025409,0.000391147,0.008394115,0.004470089,0.006468469
PA0804,8,PA,Daurian forest steppe,non-forest,209413,0.00159,1200,220,83,4,6,0.002532,0.00331465,0.013349422,0.005378801,0.000688743
PA0805,8,PA,Eastern Anatolian montane steppe,non-forest,168634,0.00128,2500,298,98,14,66,0.025409,0.002054908,0.050530967,0.049761765,0.134157711
PA0806,8,PA,Emin Valley steppe,non-forest,65121,0.000494,1500,348,78,4,22,0.001592,0.000616434,0.004375496,0.000277169,0.002137434
PA0807,8,PA,Faroe Islands boreal grasslands,island,1158,0.000009,327,42,0,0,1,0.002532,0.000229543,0,0,0
PA0808,8,PA,Gissaro-Alai open woodlands,non-forest,168400,0.001278,3500,243,92,5,45,0.014221,0.003886911,0.022867627,0.389278298,0.003089621
PA0809,8,PA,Kazakh forest steppe,non-forest,421458,0.003199,1200,243,102,10,9,0.002532,0.004318329,0.006617342,0.008154315,0.002741059
PA0810,8,PA,Kazakh steppe,non-forest,806306,0.00612,1800,208,103,9,14,0.002532,0.009188869,0.01316882,0.017932147,0.004500197
PA0811,8,PA,Kazakh upland,non-forest,72110,0.000547,1000,164,67,3,9,0.002532,0.001052672,0.002118857,0.003034816,0.000986919
PA0812,8,PA,Middle East steppe,non-forest,132587,0.001006,1400,263,96,3,37,0.00227,0.001318207,0.019176412,0.013419302,0.045328954
PA0813,8,PA,Mongolian-Manchurian grassland,non-forest,889333,0.006751,1200,517,118,8,24,0.001592,0.006119943,0.021021718,0.018722525,0.002414397
PA0814,8,PA,Pontic steppe,non-forest,993180,0.007539,2800,305,142,17,45,0.003223,0.007791538,0.029744663,0.018001166,0.008723939
PA0815,8,PA,Sayan Intermontane steppe,non-forest,34011,0.000258,700,233,82,1,5,0.001592,0.000554099,0.001494444,0.001096894,0.000200754
PA0816,8,PA,Selenge-Orkhon forest steppe,non-forest,228166,0.001732,1000,261,103,4,5,0.001592,0.003112007,0.005410445,0.002480696,0.001521427
PA0817,8,PA,South Siberian forest steppe,non-forest,162233,0.001231,1300,215,79,6,5,0.002532,0.001796169,0.002916303,0.001529131,0.00117228
PA0818,8,PA,Tian Shan foothill arid steppe,non-forest,129284,0.000981,1700,410,97,5,29,0.014221,0.001585744,0.007521666,0.074436824,0.00099578
PA0901,9,PA,Amur meadow steppe,non-forest,123515,0.000938,900,285,71,11,9,0.00591,0.003010944,0.005527096,0.006507359,0.002406711
PA0902,9,PA,Bohai Sea saline meadow,non-forest,11477,0.000087,300,292,36,8,0,0.00591,0.000259939,0.000337636,0.001365983,0
PA0903,9,PA,Nenjiang River grassland,non-forest,23250,0.000176,600,246,46,8,1,0.00591,0.000535372,0.001000723,0.001227636,0.001996629
PA0904,9,PA,Nile Delta flooded savanna,non-forest,50716,0.000385,800,184,42,8,39,0.002557,0.000857564,0.039892362,0.021231165,0.00412793
PA0905,9,PA,Saharan halophytics,non-forest,54016,0.00041,100,92,47,4,26,0.002557,0.00127774,0.005211218,0.001492614,0.006062815
PA0906,9,PA,Tigris-Euphrates alluvial salt marsh,non-forest,35679,0.000271,400,239,48,4,46,0.00227,0.001283303,0.009671648,0.001134876,0.006500851
PA0907,9,PA,Ussuri-Wusuli meadow and forest meadow,non-forest,33805,0.000257,1000,272,71,11,11,0.00591,0.0012453,0.003843424,0.002829563,0.000530487
PA0908,9,PA,Yellow Sea saline meadow,non-forest,5253,0.00004,300,269,26,9,10,0.00591,0.000214926,0.031230193,0.000553267,0.000500911
PA1001,10,PA,Altai alpine meadow and tundra,non-forest,90355,0.000686,1800,201,117,4,11,0.001592,0.001813232,0.006379759,0.000383814,0.000507285
PA1002,10,PA,Central Tibetan Plateau alpine steppe,non-forest,630878,0.004789,1000,285,96,5,12,0.001592,0.007620858,0.027337089,0.01040115,0.005915756
PA1003,10,PA,Eastern Himalayan alpine shrub and meadows,non-forest,121440,0.000922,1500,496,117,27,23,0.023656,0.007007221,0.027678213,0.197277195,0.03469668
PA1004,10,PA,Ghorat-Hazarajat alpine meadow,non-forest,66649,0.000506,1200,103,79,3,6,0.00853,0.002848663,0.003765115,0.000360384,0.013430231
PA1005,10,PA,Hindu Kush alpine meadow,non-forest,28328,0.000215,800,122,79,2,5,0.00853,0.002208414,0.003143002,0.000870809,0.000525852
PA1006,10,PA,Karakoram-West Tibetan Plateau alpine steppe,non-forest,143619,0.00109,1500,172,45,6,32,0.001592,0.006801809,0.093854448,0.046149494,0.001490076
PA1007,10,PA,Khangai Mountains alpine meadow,non-forest,37152,0.000282,500,162,62,0,0,0.001592,0.000991844,0.001619864,0,0
PA1008,10,PA,Kopet Dag woodlands and forest steppe,non-forest,58416,0.000443,1800,207,80,3,55,0.025409,0.001027824,0.009278619,0.022034621,0.003640472
PA1009,10,PA,Kuhrud-Kohbanan Mountains forest steppe,non-forest,126627,0.000961,1500,128,79,3,46,0.00853,0.002633131,0.0044189,0.017650334,0.012650271
PA1010,10,PA,Mediterranean High Atlas juniper steppe,non-forest,6342,0.000048,1000,106,22,4,25,0.022715,0.000587153,0.005440243,0.003233889,0.013728933
PA1011,10,PA,North Tibetan Plateau-Kunlun Mountains alpine desert,non-forest,375260,0.002848,800,164,69,1,12,0.001592,0.006663216,0.026247686,0.017634327,0.003423614
PA1012,10,PA,Northwestern Himalayan alpine shrub and meadows,non-forest,49522,0.000376,1500,172,80,4,6,0.023656,0.005477823,0.017760915,0.032117961,0.013084568
PA1013,10,PA,Ordos Plateau steppe,non-forest,215952,0.001639,1100,303,81,8,25,0.001592,0.003061995,0.010357249,0.129181182,0.004484642
PA1014,10,PA,Pamir alpine desert and tundra,non-forest,118220,0.000897,900,231,85,3,12,0.014221,0.002399595,0.017783943,0.017869503,0.001248854
PA1015,10,PA,Qilian Mountains subalpine meadow,non-forest,73395,0.000557,900,191,50,2,4,0.001592,0.001979119,0.008496883,0.004540636,0.002283825
PA1016,10,PA,Sayan Alpine meadow and tundra,non-forest,81085,0.000615,1000,292,93,2,6,0.001592,0.000931657,0.002315313,0.001037383,0.000521712
PA1017,10,PA,Southeast Tibet shrublands and meadow,non-forest,461845,0.003506,2500,556,178,30,62,0.001592,0.014564262,0.048276002,0.152849476,0.013225249
PA1018,10,PA,Sulaiman Range alpine meadows,non-forest,23925,0.000182,800,141,85,4,24,0.00853,0.001147905,0.00203399,0.008285617,0.003832606
PA1019,10,PA,Tian Shan montane steppe and meadow,non-forest,280760,0.002131,3000,433,105,5,24,0.014221,0.002915763,0.019731034,0.118528711,0.001607225
PA1020,10,PA,Tibetan Plateau alpine shrublands and meadows,non-forest,272744,0.00207,1400,286,75,6,8,0.001592,0.005426559,0.018746678,0.008607417,0.014851297
PA1021,10,PA,Western Himalayan alpine shrub and Meadows,non-forest,70328,0.000534,1500,389,61,11,8,0.023656,0.002702612,0.012757816,0.159496653,0.009767028
PA1022,10,PA,Yarlung Zambo arid steppe,non-forest,59601,0.000452,1000,322,39,3,5,0.001592,0.002020849,0.010775677,0.015504197,0.038447826
PA1101,11,PA,Arctic desert,island,150852,0.001145,200,45,4,0,0,0.001781,0.001316379,0.006354253,0,0
PA1102,11,PA,Bering tundra,forest,471588,0.00358,950,131,34,1,0,0.001781,0.008093948,0.030143282,0.005677061,0
PA1103,11,PA,Cherskii-Kolyma mountain tundra,forest,557867,0.004235,450,148,42,1,0,0.002532,0.005825051,0.008573853,0.021279392,0
PA1104,11,PA,Chukchi Peninsula tundra,forest,295357,0.002242,950,106,30,1,0,0.001781,0.008035239,0.012838143,0.00139217,0
PA1105,11,PA,Kamchatka Mountain tundra and forest tundra,forest,118721,0.000901,300,118,26,1,0,0.002532,0.002366956,0.004628334,0.001904793,0
PA1106,11,PA,Kola Peninsula tundra,forest,56528,0.000429,500,120,24,1,1,0.001781,0.001091717,0.001182924,0.000808228,0.000246843
PA1107,11,PA,Northeast Siberian coastal tundra,forest,220461,0.001673,550,70,26,2,0,0.001781,0.014349732,0.004622792,0.000845741,0
PA1108,11,PA,Northwest Russian-Novaya Zemlya tundra,forest,273857,0.002079,550,136,36,2,3,0.001781,0.002719227,0.003303555,0.002864753,0.000257207
PA1109,11,PA,Novosibirsk Islands arctic desert,island,34898,0.000265,120,27,0,0,0,0.001781,0.000775656,0,0,0
PA1110,11,PA,Scandinavian Montane Birch forest and grasslands,forest,235767,0.00179,1000,208,46,4,2,0.002532,0.002062115,0.003567525,0.002653565,0.001764187
PA1111,11,PA,Taimyr-Central Siberian tundra,forest,948322,0.007198,650,93,38,1,0,0.001781,0.012102669,0.011369634,0.004155065,0
PA1112,11,PA,Trans-Baikal Bald Mountain tundra,forest,218087,0.001655,500,198,66,2,2,0.002532,0.003204116,0.003461251,0.010370044,0.004879119
PA1113,11,PA,Wrangel Island arctic desert,island,7491,0.000057,387,24,3,0,0,0.002532,0.000383877,0.569346263,0,0
PA1114,11,PA,Yamalagydanskaja tundra,forest,407508,0.003093,450,82,36,3,1,0.001781,0.005368202,0.004906033,0.000668524,0
PA1201,12,PA,Aegean & Western Turkey sclerophyllous and mixed forests,non-forest,127621,0.000969,2500,272,88,19,44,0.042146,0.001984698,0.010443379,0.186615586,0.065145583
