Ecoregion,Annual_EU,Permanent_EU,Pasture_EU,Urban_EU,Annual_RoW,Permanent_RoW,Pasture_RoW,Urban_RoW,For_ClearCut_EU,For_ClearCut_im,For_ClearCut_ex,For_Retention_EU,For_PlantationFuel_im,For_TimberPlant_EU,For_TimberPlant_ex,For_TimberPlant_im,For_SelectionSystem_EU,For_SelectionSystem_im,For_SelectionSystem_ex,For_Selective_im,EP_EU,EP_conv_EU,EP_RoW,EP_conv_im,Afforested_EU,Afforested_RoW,Regrowth,ForOther_Extensive_EU,ForOther_Extensive_RoW,ForOther_Intensive_EU,ForOther_Intensive_RoW
AA0708,3.36E-13,2.72E-13,1.17E-13,4.14E-13,3.36E-13,2.72E-13,1.17E-13,4.14E-13,4.50E-14,4.50E-14,4.50E-14,8.20E-14,4.50E-14,4.50E-14,4.50E-14,4.50E-14,8.20E-14,8.20E-14,8.20E-14,8.20E-14,2.72E-13,2.72E-13,4.50E-14,4.50E-14,0.00E+00,0.00E+00,0.00E+00,8.20E-14,8.20E-14,4.50E-14,4.50E-14
AA0709,4.90E-14,3.69E-14,4.06E-14,NA,4.90E-14,3.69E-14,4.06E-14,NA,3.72E-15,3.72E-15,3.72E-15,9.25E-16,3.72E-15,3.72E-15,3.72E-15,3.72E-15,9.25E-16,9.25E-16,9.25E-16,9.25E-16,3.69E-14,3.69E-14,3.72E-15,3.72E-15,0.00E+00,0.00E+00,0.00E+00,9.25E-16,9.25E-16,3.72E-15,3.72E-15
AA0801,1.84E-13,1.42E-13,4.92E-14,1.94E-13,1.84E-13,1.42E-13,4.92E-14,1.94E-13,5.84E-14,5.84E-14,5.84E-14,1.88E-14,5.84E-14,5.84E-14,5.84E-14,5.84E-14,1.88E-14,1.88E-14,1.88E-14,1.88E-14,1.42E-13,1.42E-13,5.84E-14,5.84E-14,0.00E+00,0.00E+00,0.00E+00,1.88E-14,1.88E-14,5.84E-14,5.84E-14
AA0802,3.29E-14,2.32E-14,1.34E-14,NA,3.29E-14,2.32E-14,1.34E-14,NA,9.16E-15,9.16E-15,9.16E-15,8.02E-16,9.16E-15,9.16E-15,9.16E-15,9.16E-15,8.02E-16,8.02E-16,8.02E-16,8.02E-16,2.32E-14,2.32E-14,9.16E-15,9.16E-15,0.00E+00,0.00E+00,0.00E+00,8.02E-16,8.02E-16,9.16E-15,9.16E-15
AA0803,3.32E-14,2.36E-14,1.32E-14,4.12E-14,3.32E-14,2.36E-14,1.32E-14,4.12E-14,1.05E-14,1.05E-14,1.05E-14,2.78E-15,1.05E-14,1.05E-14,1.05E-14,1.05E-14,2.78E-15,2.78E-15,2.78E-15,2.78E-15,2.36E-14,2.36E-14,1.05E-14,1.05E-14,0.00E+00,0.00E+00,0.00E+00,2.78E-15,2.78E-15,1.05E-14,1.05E-14
AA1001,1.17E-13,8.43E-14,7.12E-14,NA,1.17E-13,8.43E-14,7.12E-14,NA,1.11E-13,1.11E-13,1.11E-13,4.50E-14,1.11E-13,1.11E-13,1.11E-13,1.11E-13,4.50E-14,4.50E-14,4.50E-14,4.50E-14,8.43E-14,8.43E-14,1.11E-13,1.11E-13,0.00E+00,0.00E+00,0.00E+00,4.50E-14,4.50E-14,1.11E-13,1.11E-13
AA1002,6.14E-13,5.04E-13,5.31E-13,1.05E-12,6.14E-13,5.04E-13,5.31E-13,1.05E-12,4.64E-13,4.64E-13,4.64E-13,1.13E-13,4.64E-13,4.64E-13,4.64E-13,4.64E-13,1.13E-13,1.13E-13,1.13E-13,1.13E-13,5.04E-13,5.04E-13,4.64E-13,4.64E-13,0.00E+00,0.00E+00,0.00E+00,1.13E-13,1.13E-13,4.64E-13,4.64E-13
AA1003,1.61E-13,1.35E-13,1.37E-13,2.11E-13,1.61E-13,1.35E-13,1.37E-13,2.11E-13,1.49E-13,1.49E-13,1.49E-13,3.78E-15,1.49E-13,1.49E-13,1.49E-13,1.49E-13,3.78E-15,3.78E-15,3.78E-15,3.78E-15,1.35E-13,1.35E-13,1.49E-13,1.49E-13,0.00E+00,0.00E+00,0.00E+00,3.78E-15,3.78E-15,1.49E-13,1.49E-13
AA1101,NA,NA,7.75E-11,NA,NA,NA,7.75E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AA1201,4.60E-14,2.51E-14,1.83E-14,3.99E-14,4.60E-14,2.51E-14,1.83E-14,3.99E-14,1.06E-14,1.06E-14,1.06E-14,2.44E-15,1.06E-14,1.06E-14,1.06E-14,1.06E-14,2.44E-15,2.44E-15,2.44E-15,2.44E-15,2.51E-14,2.51E-14,1.06E-14,1.06E-14,0.00E+00,0.00E+00,0.00E+00,2.44E-15,2.44E-15,1.06E-14,1.06E-14
AA1202,4.40E-13,2.27E-13,1.30E-13,3.30E-13,4.40E-13,2.27E-13,1.30E-13,3.30E-13,9.19E-14,9.19E-14,9.19E-14,4.10E-14,9.19E-14,9.19E-14,9.19E-14,9.19E-14,4.10E-14,4.10E-14,4.10E-14,4.10E-14,2.27E-13,2.27E-13,9.19E-14,9.19E-14,0.00E+00,0.00E+00,0.00E+00,4.10E-14,4.10E-14,9.19E-14,9.19E-14
AA1203,4.48E-14,2.95E-14,1.52E-14,4.71E-14,4.48E-14,2.95E-14,1.52E-14,4.71E-14,1.43E-14,1.43E-14,1.43E-14,5.29E-15,1.43E-14,1.43E-14,1.43E-14,1.43E-14,5.29E-15,5.29E-15,5.29E-15,5.29E-15,2.95E-14,2.95E-14,1.43E-14,1.43E-14,0.00E+00,0.00E+00,0.00E+00,5.29E-15,5.29E-15,1.43E-14,1.43E-14
AA1204,6.10E-13,2.77E-13,2.01E-13,5.54E-13,6.10E-13,2.77E-13,2.01E-13,5.54E-13,1.12E-13,1.12E-13,1.12E-13,7.32E-14,1.12E-13,1.12E-13,1.12E-13,1.12E-13,7.32E-14,7.32E-14,7.32E-14,7.32E-14,2.77E-13,2.77E-13,1.12E-13,1.12E-13,0.00E+00,0.00E+00,0.00E+00,7.32E-14,7.32E-14,1.12E-13,1.12E-13
AA1205,4.94E-13,2.63E-13,1.49E-13,3.90E-13,4.94E-13,2.63E-13,1.49E-13,3.90E-13,1.19E-13,1.19E-13,1.19E-13,4.84E-14,1.19E-13,1.19E-13,1.19E-13,1.19E-13,4.84E-14,4.84E-14,4.84E-14,4.84E-14,2.63E-13,2.63E-13,1.19E-13,1.19E-13,0.00E+00,0.00E+00,0.00E+00,4.84E-14,4.84E-14,1.19E-13,1.19E-13
AA1206,6.74E-14,3.53E-14,2.65E-14,8.38E-14,6.74E-14,3.53E-14,2.65E-14,8.38E-14,2.00E-14,2.00E-14,2.00E-14,1.11E-14,2.00E-14,2.00E-14,2.00E-14,2.00E-14,1.11E-14,1.11E-14,1.11E-14,1.11E-14,3.53E-14,3.53E-14,2.00E-14,2.00E-14,0.00E+00,0.00E+00,0.00E+00,1.11E-14,1.11E-14,2.00E-14,2.00E-14
AA1207,4.67E-14,2.90E-14,1.81E-14,5.31E-14,4.67E-14,2.90E-14,1.81E-14,5.31E-14,1.40E-14,1.40E-14,1.40E-14,4.71E-15,1.40E-14,1.40E-14,1.40E-14,1.40E-14,4.71E-15,4.71E-15,4.71E-15,4.71E-15,2.90E-14,2.90E-14,1.40E-14,1.40E-14,0.00E+00,0.00E+00,0.00E+00,4.71E-15,4.71E-15,1.40E-14,1.40E-14
AA1208,4.97E-14,3.34E-14,1.59E-14,5.88E-14,4.97E-14,3.34E-14,1.59E-14,5.88E-14,1.75E-14,1.75E-14,1.75E-14,7.20E-15,1.75E-14,1.75E-14,1.75E-14,1.75E-14,7.20E-15,7.20E-15,7.20E-15,7.20E-15,3.34E-14,3.34E-14,1.75E-14,1.75E-14,0.00E+00,0.00E+00,0.00E+00,7.20E-15,7.20E-15,1.75E-14,1.75E-14
AA1209,4.29E-13,2.23E-13,1.21E-13,3.02E-13,4.29E-13,2.23E-13,1.21E-13,3.02E-13,9.63E-14,9.63E-14,9.63E-14,3.57E-14,9.63E-14,9.63E-14,9.63E-14,9.63E-14,3.57E-14,3.57E-14,3.57E-14,3.57E-14,2.23E-13,2.23E-13,9.63E-14,9.63E-14,0.00E+00,0.00E+00,0.00E+00,3.57E-14,3.57E-14,9.63E-14,9.63E-14
AA1210,5.08E-13,2.48E-13,1.42E-13,4.16E-13,5.08E-13,2.48E-13,1.42E-13,4.16E-13,1.06E-13,1.06E-13,1.06E-13,5.68E-14,1.06E-13,1.06E-13,1.06E-13,1.06E-13,5.68E-14,5.68E-14,5.68E-14,5.68E-14,2.48E-13,2.48E-13,1.06E-13,1.06E-13,0.00E+00,0.00E+00,0.00E+00,5.68E-14,5.68E-14,1.06E-13,1.06E-13
AA1301,2.89E-14,2.23E-14,2.41E-14,4.30E-14,2.89E-14,2.23E-14,2.41E-14,4.30E-14,9.46E-15,9.46E-15,9.46E-15,1.81E-15,9.46E-15,9.46E-15,9.46E-15,9.46E-15,1.81E-15,1.81E-15,1.81E-15,1.81E-15,2.23E-14,2.23E-14,9.46E-15,9.46E-15,0.00E+00,0.00E+00,0.00E+00,1.81E-15,1.81E-15,9.46E-15,9.46E-15
AA1302,2.32E-14,1.60E-14,1.88E-14,3.33E-14,2.32E-14,1.60E-14,1.88E-14,3.33E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60E-14,1.60E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AA1303,1.99E-14,1.52E-14,1.57E-14,NA,1.99E-14,1.52E-14,1.57E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52E-14,1.52E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AA1304,2.16E-14,1.63E-14,1.66E-14,2.90E-14,2.16E-14,1.63E-14,1.66E-14,2.90E-14,5.89E-15,5.89E-15,5.89E-15,5.36E-16,5.89E-15,5.89E-15,5.89E-15,5.89E-15,5.36E-16,5.36E-16,5.36E-16,5.36E-16,1.63E-14,1.63E-14,5.89E-15,5.89E-15,0.00E+00,0.00E+00,0.00E+00,5.36E-16,5.36E-16,5.89E-15,5.89E-15
AA1305,2.07E-14,1.50E-14,1.64E-14,NA,2.07E-14,1.50E-14,1.64E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50E-14,1.50E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AA1306,2.18E-14,1.66E-14,1.60E-14,NA,2.18E-14,1.66E-14,1.60E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66E-14,1.66E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AA1307,2.53E-14,1.83E-14,2.10E-14,3.82E-14,2.53E-14,1.83E-14,2.10E-14,3.82E-14,7.21E-15,7.21E-15,7.21E-15,9.37E-16,7.21E-15,7.21E-15,7.21E-15,7.21E-15,9.37E-16,9.37E-16,9.37E-16,9.37E-16,1.83E-14,1.83E-14,7.21E-15,7.21E-15,0.00E+00,0.00E+00,0.00E+00,9.37E-16,9.37E-16,7.21E-15,7.21E-15
AA1308,1.80E-14,1.42E-14,1.68E-14,NA,1.80E-14,1.42E-14,1.68E-14,NA,5.45E-15,5.45E-15,5.45E-15,5.68E-16,5.45E-15,5.45E-15,5.45E-15,5.45E-15,5.68E-16,5.68E-16,5.68E-16,5.68E-16,1.42E-14,1.42E-14,5.45E-15,5.45E-15,0.00E+00,0.00E+00,0.00E+00,5.68E-16,5.68E-16,5.45E-15,5.45E-15
AA1309,2.20E-14,1.74E-14,1.87E-14,3.31E-14,2.20E-14,1.74E-14,1.87E-14,3.31E-14,6.86E-15,6.86E-15,6.86E-15,8.20E-16,6.86E-15,6.86E-15,6.86E-15,6.86E-15,8.20E-16,8.20E-16,8.20E-16,8.20E-16,1.74E-14,1.74E-14,6.86E-15,6.86E-15,0.00E+00,0.00E+00,0.00E+00,8.20E-16,8.20E-16,6.86E-15,6.86E-15
AA1310,1.96E-14,1.55E-14,1.58E-14,NA,1.96E-14,1.55E-14,1.58E-14,NA,5.65E-15,5.65E-15,5.65E-15,4.33E-16,5.65E-15,5.65E-15,5.65E-15,5.65E-15,4.33E-16,4.33E-16,4.33E-16,4.33E-16,1.55E-14,1.55E-14,5.65E-15,5.65E-15,0.00E+00,0.00E+00,0.00E+00,4.33E-16,4.33E-16,5.65E-15,5.65E-15
AA1401,2.78E-13,2.13E-13,7.14E-14,3.44E-13,2.78E-13,2.13E-13,7.14E-14,3.44E-13,7.69E-14,7.69E-14,7.69E-14,7.83E-14,7.69E-14,7.69E-14,7.69E-14,7.69E-14,7.83E-14,7.83E-14,7.83E-14,7.83E-14,2.13E-13,2.13E-13,7.69E-14,7.69E-14,0.00E+00,0.00E+00,0.00E+00,7.83E-14,7.83E-14,7.69E-14,7.69E-14
AT0101,4.63E-13,3.24E-13,2.72E-13,5.73E-13,4.63E-13,3.24E-13,2.72E-13,5.73E-13,3.28E-13,3.28E-13,3.28E-13,8.73E-14,3.28E-13,3.28E-13,3.28E-13,3.28E-13,8.73E-14,8.73E-14,8.73E-14,8.73E-14,3.24E-13,3.24E-13,3.28E-13,3.28E-13,0.00E+00,0.00E+00,0.00E+00,8.73E-14,8.73E-14,3.28E-13,3.28E-13
AT0102,1.38E-13,9.63E-14,9.30E-14,1.66E-13,1.38E-13,9.63E-14,9.30E-14,1.66E-13,9.81E-14,9.81E-14,9.81E-14,3.46E-14,9.81E-14,9.81E-14,9.81E-14,9.81E-14,3.46E-14,3.46E-14,3.46E-14,3.46E-14,9.63E-14,9.63E-14,9.81E-14,9.81E-14,0.00E+00,0.00E+00,0.00E+00,3.46E-14,3.46E-14,9.81E-14,9.81E-14
AT0103,7.19E-13,4.99E-13,3.57E-13,9.51E-13,7.19E-13,4.99E-13,3.57E-13,9.51E-13,4.56E-13,4.56E-13,4.56E-13,1.79E-13,4.56E-13,4.56E-13,4.56E-13,4.56E-13,1.79E-13,1.79E-13,1.79E-13,1.79E-13,4.99E-13,4.99E-13,4.56E-13,4.56E-13,0.00E+00,0.00E+00,0.00E+00,1.79E-13,1.79E-13,4.56E-13,4.56E-13
AT0104,1.41E-13,9.64E-14,9.02E-14,1.49E-13,1.41E-13,9.64E-14,9.02E-14,1.49E-13,1.17E-13,1.17E-13,1.17E-13,NA,1.17E-13,1.17E-13,1.17E-13,1.17E-13,NA,NA,NA,NA,9.64E-14,9.64E-14,1.17E-13,1.17E-13,0.00E+00,0.00E+00,0.00E+00,NA,NA,1.17E-13,1.17E-13
AT0105,2.97E-12,2.48E-12,1.42E-12,4.23E-12,2.97E-12,2.48E-12,1.42E-12,4.23E-12,1.93E-12,1.93E-12,1.93E-12,5.10E-13,1.93E-12,1.93E-12,1.93E-12,1.93E-12,5.10E-13,5.10E-13,5.10E-13,5.10E-13,2.48E-12,2.48E-12,1.93E-12,1.93E-12,0.00E+00,0.00E+00,0.00E+00,5.10E-13,5.10E-13,1.93E-12,1.93E-12
AT0106,1.64E-13,1.09E-13,1.02E-13,1.74E-13,1.64E-13,1.09E-13,1.02E-13,1.74E-13,1.12E-13,1.12E-13,1.12E-13,3.73E-14,1.12E-13,1.12E-13,1.12E-13,1.12E-13,3.73E-14,3.73E-14,3.73E-14,3.73E-14,1.09E-13,1.09E-13,1.12E-13,1.12E-13,0.00E+00,0.00E+00,0.00E+00,3.73E-14,3.73E-14,1.12E-13,1.12E-13
AT0107,4.30E-13,2.77E-13,2.14E-13,5.26E-13,4.30E-13,2.77E-13,2.14E-13,5.26E-13,2.75E-13,2.75E-13,2.75E-13,1.18E-13,2.75E-13,2.75E-13,2.75E-13,2.75E-13,1.18E-13,1.18E-13,1.18E-13,1.18E-13,2.77E-13,2.77E-13,2.75E-13,2.75E-13,0.00E+00,0.00E+00,0.00E+00,1.18E-13,1.18E-13,2.75E-13,2.75E-13
AT0108,2.60E-13,1.67E-13,1.74E-13,3.17E-13,2.60E-13,1.67E-13,1.74E-13,3.17E-13,1.65E-13,1.65E-13,1.65E-13,5.00E-14,1.65E-13,1.65E-13,1.65E-13,1.65E-13,5.00E-14,5.00E-14,5.00E-14,5.00E-14,1.67E-13,1.67E-13,1.65E-13,1.65E-13,0.00E+00,0.00E+00,0.00E+00,5.00E-14,5.00E-14,1.65E-13,1.65E-13
AT0109,1.02E-12,7.81E-13,6.60E-13,1.57E-12,1.02E-12,7.81E-13,6.60E-13,1.57E-12,6.25E-13,6.25E-13,6.25E-13,2.28E-13,6.25E-13,6.25E-13,6.25E-13,6.25E-13,2.28E-13,2.28E-13,2.28E-13,2.28E-13,7.81E-13,7.81E-13,6.25E-13,6.25E-13,0.00E+00,0.00E+00,0.00E+00,2.28E-13,2.28E-13,6.25E-13,6.25E-13
AT0110,1.51E-13,1.07E-13,9.64E-14,1.67E-13,1.51E-13,1.07E-13,9.64E-14,1.67E-13,1.24E-13,1.24E-13,1.24E-13,NA,1.24E-13,1.24E-13,1.24E-13,1.24E-13,NA,NA,NA,NA,1.07E-13,1.07E-13,1.24E-13,1.24E-13,0.00E+00,0.00E+00,0.00E+00,NA,NA,1.24E-13,1.24E-13
AT0111,2.12E-13,1.70E-13,1.10E-13,2.37E-13,2.12E-13,1.70E-13,1.10E-13,2.37E-13,1.31E-13,1.31E-13,1.31E-13,3.96E-14,1.31E-13,1.31E-13,1.31E-13,1.31E-13,3.96E-14,3.96E-14,3.96E-14,3.96E-14,1.70E-13,1.70E-13,1.31E-13,1.31E-13,0.00E+00,0.00E+00,0.00E+00,3.96E-14,3.96E-14,1.31E-13,1.31E-13
AT0112,2.11E-13,1.47E-13,1.51E-13,2.27E-13,2.11E-13,1.47E-13,1.51E-13,2.27E-13,1.50E-13,1.50E-13,1.50E-13,4.47E-14,1.50E-13,1.50E-13,1.50E-13,1.50E-13,4.47E-14,4.47E-14,4.47E-14,4.47E-14,1.47E-13,1.47E-13,1.50E-13,1.50E-13,0.00E+00,0.00E+00,0.00E+00,4.47E-14,4.47E-14,1.50E-13,1.50E-13
AT0113,NA,NA,1.94E-11,NA,NA,NA,1.94E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
AT0114,2.10E-13,1.57E-13,1.55E-13,2.86E-13,2.10E-13,1.57E-13,1.55E-13,2.86E-13,1.33E-13,1.33E-13,1.33E-13,3.71E-14,1.33E-13,1.33E-13,1.33E-13,1.33E-13,3.71E-14,3.71E-14,3.71E-14,3.71E-14,1.57E-13,1.57E-13,1.33E-13,1.33E-13,0.00E+00,0.00E+00,0.00E+00,3.71E-14,3.71E-14,1.33E-13,1.33E-13
AT0115,6.02E-13,4.33E-13,4.57E-13,6.94E-13,6.02E-13,4.33E-13,4.57E-13,6.94E-13,4.39E-13,4.39E-13,4.39E-13,1.31E-13,4.39E-13,4.39E-13,4.39E-13,4.39E-13,1.31E-13,1.31E-13,1.31E-13,1.31E-13,4.33E-13,4.33E-13,4.39E-13,4.39E-13,0.00E+00,0.00E+00,0.00E+00,1.31E-13,1.31E-13,4.39E-13,4.39E-13
AT0116,3.46E-13,2.54E-13,2.17E-13,3.76E-13,3.46E-13,2.54E-13,2.17E-13,3.76E-13,2.39E-13,2.39E-13,2.39E-13,7.46E-14,2.39E-13,2.39E-13,2.39E-13,2.39E-13,7.46E-14,7.46E-14,7.46E-14,7.46E-14,2.54E-13,2.54E-13,2.39E-13,2.39E-13,0.00E+00,0.00E+00,0.00E+00,7.46E-14,7.46E-14,2.39E-13,2.39E-13
AT0117,1.03E-12,6.92E-13,6.37E-13,1.22E-12,1.03E-12,6.92E-13,6.37E-13,1.22E-12,6.14E-13,6.14E-13,6.14E-13,2.36E-13,6.14E-13,6.14E-13,6.14E-13,6.14E-13,2.36E-13,2.36E-13,2.36E-13,2.36E-13,6.92E-13,6.92E-13,6.14E-13,6.14E-13,0.00E+00,0.00E+00,0.00E+00,2.36E-13,2.36E-13,6.14E-13,6.14E-13
AT0118,9.35E-13,6.67E-13,7.24E-13,1.07E-12,9.35E-13,6.67E-13,7.24E-13,1.07E-12,6.46E-13,6.46E-13,6.46E-13,1.85E-13,6.46E-13,6.46E-13,6.46E-13,6.46E-13,1.85E-13,1.85E-13,1.85E-13,1.85E-13,6.67E-13,6.67E-13,6.46E-13,6.46E-13,0.00E+00,0.00E+00,0.00E+00,1.85E-13,1.85E-13,6.46E-13,6.46E-13
AT0119,2.92E-13,2.03E-13,2.17E-13,3.13E-13,2.92E-13,2.03E-13,2.17E-13,3.13E-13,2.11E-13,2.11E-13,2.11E-13,6.96E-14,2.11E-13,2.11E-13,2.11E-13,2.11E-13,6.96E-14,6.96E-14,6.96E-14,6.96E-14,2.03E-13,2.03E-13,2.11E-13,2.11E-13,0.00E+00,0.00E+00,0.00E+00,6.96E-14,6.96E-14,2.11E-13,2.11E-13
AT0120,1.96E-12,1.55E-12,NA,2.51E-12,1.96E-12,1.55E-12,NA,2.51E-12,1.41E-12,1.41E-12,1.41E-12,3.93E-13,1.41E-12,1.41E-12,1.41E-12,1.41E-12,3.93E-13,3.93E-13,3.93E-13,3.93E-13,1.55E-12,1.55E-12,1.41E-12,1.41E-12,0.00E+00,0.00E+00,0.00E+00,3.93E-13,3.93E-13,1.41E-12,1.41E-12
AT0121,3.81E-12,1.87E-12,1.53E-12,5.36E-12,3.81E-12,1.87E-12,1.53E-12,5.36E-12,2.35E-12,2.35E-12,2.35E-12,1.25E-12,2.35E-12,2.35E-12,2.35E-12,2.35E-12,1.25E-12,1.25E-12,1.25E-12,1.25E-12,1.87E-12,1.87E-12,2.35E-12,2.35E-12,0.00E+00,0.00E+00,0.00E+00,1.25E-12,1.25E-12,2.35E-12,2.35E-12
AT0122,1.81E-13,1.22E-13,1.02E-13,2.07E-13,1.81E-13,1.22E-13,1.02E-13,2.07E-13,1.15E-13,1.15E-13,1.15E-13,4.55E-14,1.15E-13,1.15E-13,1.15E-13,1.15E-13,4.55E-14,4.55E-14,4.55E-14,4.55E-14,1.22E-13,1.22E-13,1.15E-13,1.15E-13,0.00E+00,0.00E+00,0.00E+00,4.55E-14,4.55E-14,1.15E-13,1.15E-13
AT0123,1.69E-13,1.20E-13,1.02E-13,1.85E-13,1.69E-13,1.20E-13,1.02E-13,1.85E-13,1.12E-13,1.12E-13,1.12E-13,3.81E-14,1.12E-13,1.12E-13,1.12E-13,1.12E-13,3.81E-14,3.81E-14,3.81E-14,3.81E-14,1.20E-13,1.20E-13,1.12E-13,1.12E-13,0.00E+00,0.00E+00,0.00E+00,3.81E-14,3.81E-14,1.12E-13,1.12E-13
AT0124,1.55E-13,1.06E-13,9.27E-14,1.75E-13,1.55E-13,1.06E-13,9.27E-14,1.75E-13,1.29E-13,1.29E-13,1.29E-13,3.09E-14,1.29E-13,1.29E-13,1.29E-13,1.29E-13,3.09E-14,3.09E-14,3.09E-14,3.09E-14,1.06E-13,1.06E-13,1.29E-13,1.29E-13,0.00E+00,0.00E+00,0.00E+00,3.09E-14,3.09E-14,1.29E-13,1.29E-13
AT0125,1.57E-13,9.50E-14,1.11E-13,2.18E-13,1.57E-13,9.50E-14,1.11E-13,2.18E-13,9.44E-14,9.44E-14,9.44E-14,3.68E-14,9.44E-14,9.44E-14,9.44E-14,9.44E-14,3.68E-14,3.68E-14,3.68E-14,3.68E-14,9.50E-14,9.50E-14,9.44E-14,9.44E-14,0.00E+00,0.00E+00,0.00E+00,3.68E-14,3.68E-14,9.44E-14,9.44E-14
AT0126,1.17E-13,7.10E-14,7.56E-14,1.43E-13,1.17E-13,7.10E-14,7.56E-14,1.43E-13,8.29E-14,8.29E-14,8.29E-14,3.50E-14,8.29E-14,8.29E-14,8.29E-14,8.29E-14,3.50E-14,3.50E-14,3.50E-14,3.50E-14,7.10E-14,7.10E-14,8.29E-14,8.29E-14,0.00E+00,0.00E+00,0.00E+00,3.50E-14,3.50E-14,8.29E-14,8.29E-14
AT0127,4.44E-12,3.83E-12,2.77E-12,7.43E-12,4.44E-12,3.83E-12,2.77E-12,7.43E-12,NA,NA,NA,8.30E-13,NA,NA,NA,NA,8.30E-13,8.30E-13,8.30E-13,8.30E-13,3.83E-12,3.83E-12,NA,NA,0.00E+00,0.00E+00,0.00E+00,8.30E-13,8.30E-13,NA,NA
AT0128,9.04E-14,6.18E-14,6.64E-14,1.06E-13,9.04E-14,6.18E-14,6.64E-14,1.06E-13,6.50E-14,6.50E-14,6.50E-14,2.35E-14,6.50E-14,6.50E-14,6.50E-14,6.50E-14,2.35E-14,2.35E-14,2.35E-14,2.35E-14,6.18E-14,6.18E-14,6.50E-14,6.50E-14,0.00E+00,0.00E+00,0.00E+00,2.35E-14,2.35E-14,6.50E-14,6.50E-14
AT0129,1.08E-13,7.54E-14,7.59E-14,1.20E-13,1.08E-13,7.54E-14,7.59E-14,1.20E-13,8.94E-14,8.94E-14,8.94E-14,2.45E-14,8.94E-14,8.94E-14,8.94E-14,8.94E-14,2.45E-14,2.45E-14,2.45E-14,2.45E-14,7.54E-14,7.54E-14,8.94E-14,8.94E-14,0.00E+00,0.00E+00,0.00E+00,2.45E-14,2.45E-14,8.94E-14,8.94E-14
AT0130,2.21E-13,1.60E-13,1.43E-13,2.63E-13,2.21E-13,1.60E-13,1.43E-13,2.63E-13,1.40E-13,1.40E-13,1.40E-13,4.34E-14,1.40E-13,1.40E-13,1.40E-13,1.40E-13,4.34E-14,4.34E-14,4.34E-14,4.34E-14,1.60E-13,1.60E-13,1.40E-13,1.40E-13,0.00E+00,0.00E+00,0.00E+00,4.34E-14,4.34E-14,1.40E-13,1.40E-13
AT0201,1.76E-12,1.37E-12,7.40E-13,1.88E-12,1.76E-12,1.37E-12,7.40E-13,1.88E-12,8.62E-13,8.62E-13,8.62E-13,NA,8.62E-13,8.62E-13,8.62E-13,8.62E-13,NA,NA,NA,NA,1.37E-12,1.37E-12,8.62E-13,8.62E-13,0.00E+00,0.00E+00,0.00E+00,NA,NA,8.62E-13,8.62E-13
AT0202,7.32E-13,5.10E-13,5.85E-13,9.44E-13,7.32E-13,5.10E-13,5.85E-13,9.44E-13,1.93E-13,1.93E-13,1.93E-13,4.24E-14,1.93E-13,1.93E-13,1.93E-13,1.93E-13,4.24E-14,4.24E-14,4.24E-14,4.24E-14,5.10E-13,5.10E-13,1.93E-13,1.93E-13,0.00E+00,0.00E+00,0.00E+00,4.24E-14,4.24E-14,1.93E-13,1.93E-13
AT0203,5.02E-14,4.39E-14,4.30E-14,8.98E-14,5.02E-14,4.39E-14,4.30E-14,8.98E-14,2.03E-14,2.03E-14,2.03E-14,7.82E-15,2.03E-14,2.03E-14,2.03E-14,2.03E-14,7.82E-15,7.82E-15,7.82E-15,7.82E-15,4.39E-14,4.39E-14,2.03E-14,2.03E-14,0.00E+00,0.00E+00,0.00E+00,7.82E-15,7.82E-15,2.03E-14,2.03E-14
AT0701,2.55E-14,1.99E-14,1.99E-14,4.40E-14,2.55E-14,1.99E-14,1.99E-14,4.40E-14,5.81E-15,5.81E-15,5.81E-15,5.07E-15,5.81E-15,5.81E-15,5.81E-15,5.81E-15,5.07E-15,5.07E-15,5.07E-15,5.07E-15,1.99E-14,1.99E-14,5.81E-15,5.81E-15,0.00E+00,0.00E+00,0.00E+00,5.07E-15,5.07E-15,5.81E-15,5.81E-15
